80.6603350313771,14.854168997175362,4.485495971447542
74.69383007678502,15.69737729870481,9.608792624510135
68.95049390050218,16.10679830040021,14.942707799097587
63.589397263793316,16.07176034439667,20.338842391809987
58.71683237871785,15.629638109571157,25.653529511710964
54.385710606532356,14.852427135420786,30.761862258046822
50.60413283680268,13.82945824864886,35.56640891454843
47.34802450039509,12.651689713955104,40.00028578564979
44.57369695770667,11.40060606553125,44.02569697676204
42.22805485794025,10.142306571185141,47.62963857087458
40.255787882823824,8.92583920782215,50.818372909354
38.60383440698183,7.784313829336531,53.61185176368161
37.223773345209956,6.7374427337945395,56.03878392099548
36.07281873906111,5.794531478381809,58.132649782557046
35.11396109592854,4.957333445295978,59.928705458775454
34.315640364872785,4.222483112268943,61.46187652285825
33.65119831899996,3.5834204311683826,62.76538124983162
33.09825843516779,3.031826898681725,63.86991466615044
32.63811479681346,2.5586442035701356,64.80324099961636
32.25517030687534,2.154760618007766,65.59006907511684
31.936440322322014,1.8114464455932007,66.25211323208474
31.6711245607831,1.5206076021540205,66.80826783706284
31.45024347758619,1.2749124337867106,67.27484408862705
31.266332369629602,1.0678335846370166,67.66583404573333
31.113185584574783,0.8936355457723518,67.99317886965281
30.98564343231685,0.7473296343089073,68.2670269333742
30.879415045471994,0.6246113597062345,68.49597359482172
30.790931304654315,0.521790191275404,68.68727850407024
30.71722278020343,0.43571814690398725,68.84705907289253
30.65581844799915,0.36372112310006294,68.98046042890074
30.60466163415527,0.30353519190982214,69.09180317393486
30.562040231734816,0.2532489446392523,69.18471082362589
30.526528752408158,0.21125223420660966,69.26221901338519
30.496940180834763,0.1761912008549555,69.32686861831024
30.472285963559084,0.14692921586030736,69.38078482058056
30.451742742362587,0.12251322669196585,69.42574403094541
30.43462468908738,0.10214494119909424,69.46323036971349
30.420360492758462,0.08515627152739805,69.4944832357141
30.40847420764701,0.0709884979053125,69.52053729444765
30.39856931039673,0.05917464347178118,69.54225604613146
30.390315432097324,0.04932460042853682,69.5603599674741
